"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL4589938";"";"None";"1499.72";"None";"None";"5";"CC(C)C[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)CN(C)C(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C1=O";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4334292";"Inhibition of C-terminal His6-tagged linked Dengue virus serotype 2 NS2B-NS3 protease domain expressed in Escherichia coli Bl21(DE3) preincubated for 15 mins followed by Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr substrate addition and measured for 15 mins by fluorescence method";"B";"BAO_0000019";"assay format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL4330179";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";"";"";""
"CHEMBL4872363";"";"None";"285.32";"0";"3.56";"34d";"O=C(Nc1ccccc1)c1cc2cc(O)c(O)cc2s1";"IC50";"'='";"2730.0";"nM";"5.56";"";"";"UO_0000065";"19.50";"0.38";"2.00";"8.00";"0";"CHEMBL4825422";"Inhibition of DENV2 NS2B-NS3 protease expressed in Escherichia coli BL21(DE3) using Boc-Gly-Arg-Arg-AMC as substrate by FRET assay";"B";"BAO_0000019";"assay format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL4823320";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"Dose = 20.0 microM";"INHIBITOR";""
"CHEMBL4647630";"";"None";"482.63";"0";"3.10";"1";"CCCCCC(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(N)=O)c1ccc(OCc2ccccc2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4621577";"Inhibition of Dengue virus serotype 2 NS2B-NS3 protease expressed in Escherichia coli BL21 lambda (DE3) cells using Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr as substrate preincubated for 15 mins followed by substrate addition and measured for 15 mins by FRET assay";"B";"BAO_0000219";"cell-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL4619777";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";""
"CHEMBL4645960";"";"None";"397.52";"0";"3.08";"2";"CCCCCC(=O)N[C@H](C(=O)NCCN)c1ccc(OCc2ccccc2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4621577";"Inhibition of Dengue virus serotype 2 NS2B-NS3 protease expressed in Escherichia coli BL21 lambda (DE3) cells using Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr as substrate preincubated for 15 mins followed by substrate addition and measured for 15 mins by FRET assay";"B";"BAO_0000219";"cell-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL4619777";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";""
"CHEMBL4632939";"";"None";"621.62";"1";"4.36";"41";"N=C(N)Nc1ccc(CNC(=O)[C@@H](NC(=O)c2ccccc2)c2ccc(OCc3ccccc3)cc2)cc1.O=C(O)C(F)(F)F";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4621577";"Inhibition of Dengue virus serotype 2 NS2B-NS3 protease expressed in Escherichia coli BL21 lambda (DE3) cells using Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr as substrate preincubated for 15 mins followed by substrate addition and measured for 15 mins by FRET assay";"B";"BAO_0000219";"cell-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL4619777";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";""
"CHEMBL5202407";"";"None";"452.47";"1";"5.52";"Fig 13, Cpd 4";"O=C(Nc1nc2ccc([N+](=O)[O-])cc2s1)c1cccc(Sc2ccc([N+](=O)[O-])cc2)c1";"IC50";"";"";"";"";"";"ND";"";"";"";"";"";"0";"CHEMBL5098542";"Inhibition of DENV3 NS2B-NS3 protease using PhAc-Lys-Arg-Arg-AMC as substrate incubated for 10 mins by fluorometric assay";"B";"BAO_0000357";"single protein format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL5096200";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.1667 hr";"";""
"CHEMBL4568434";"";"None";"803.96";"2";"2.94";"(3S)-11b";"Cc1ccc(N2C[C@H](NC(=O)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)c3ccccc3)c3ccc(OCc4ccccc4)cc3)C2=O)cc1";"IC50";"'='";"2700.0";"nM";"5.57";"";"";"UO_0000065";"6.93";"0.13";"2.63";"2.38";"0";"CHEMBL4379943";"Inhibition of Dengue virus NS2B-NS3 protease using 2-Abz-Nle-Lys-Arg-Arg-Ser-(3-NO2)-Tyr-NH2 FRET substrate preincubated for 15 mins followed by substrate addition measured after 15 mins by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Dengue virus";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL4376846";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";""
"CHEMBL4451922";"";"None";"420.63";"0";"4.09";"20";"NCc1ccc(-c2cc(CNCC3CCNCC3)sc2-c2ccc(CN)cc2)cc1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4811972";"Inhibition Dengue serotype-2 NS3B/NS3 protease using 7-amino-4-methylcoumarin as substrate by fluorescence assay";"B";"BAO_0000357";"single protein format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL4811233";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"";""
"CHEMBL4862353";"";"None";"439.56";"0";"4.94";"66";"NCc1ccc(-c2ncc(NCC3CCNCC3)nc2-c2ccc(-c3ccoc3)cc2)cc1";"IC50";"'='";"290.0";"nM";"6.54";"";"";"UO_0000065";"14.87";"0.27";"1.60";"7.35";"0";"CHEMBL4811972";"Inhibition Dengue serotype-2 NS3B/NS3 protease using 7-amino-4-methylcoumarin as substrate by fluorescence assay";"B";"BAO_0000357";"single protein format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL4811233";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL3758664";"";"None";"503.24";"2";"5.71";"1";"Brc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(Br)cc2)cc1";"IC50";"'='";"35000.0";"nM";"4.46";"";"";"UO_0000065";"8.85";"0.22";"-1.25";"9.47";"0";"CHEMBL4811972";"Inhibition Dengue serotype-2 NS3B/NS3 protease using 7-amino-4-methylcoumarin as substrate by fluorescence assay";"B";"BAO_0000357";"single protein format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL4811233";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL4857480";"";"None";"509.70";"2";"7.65";"5";"c1cc(-c2ccc(-c3ncc(OCC4CCNCC4)nc3-c3ccc(-c4ccsc4)cc3)cc2)cs1";"IC50";"'='";"3600.0";"nM";"5.44";"";"";"UO_0000065";"10.68";"0.21";"-2.21";"11.57";"0";"CHEMBL4811972";"Inhibition Dengue serotype-2 NS3B/NS3 protease using 7-amino-4-methylcoumarin as substrate by fluorescence assay";"B";"BAO_0000357";"single protein format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL4811233";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL4872711";"";"None";"366.37";"0";"3.09";"36i";"O=C(Nc1ccccc1)[C@@H]1CCCN1C(=O)c1cc2c(O)cc(O)cc2o1";"IC50";"'='";"27690.0";"nM";"4.56";"";"";"UO_0000065";"12.44";"0.23";"1.47";"4.42";"0";"CHEMBL4825422";"Inhibition of DENV2 NS2B-NS3 protease expressed in Escherichia coli BL21(DE3) using Boc-Gly-Arg-Arg-AMC as substrate by FRET assay";"B";"BAO_0000019";"assay format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL4823320";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"Dose = 20.0 microM";"INHIBITOR";""
"CHEMBL5191539";"";"None";"286.31";"0";"3.27";"122";"Cc1cc([N+](=O)[O-])ccc1-n1sc2ccccc2c1=O";"IC50";"'='";"2560.0";"nM";"5.59";"";"";"UO_0000065";"19.53";"0.38";"2.32";"8.58";"0";"CHEMBL5109291";"Inhibition of DENV2 NS2B-NS3 protease using Bz-Nle-Lys-Arg-Arg-AMC as substrate by spectrofluorometer analysis";"B";"BAO_0000357";"single protein format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL5107980";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"";"INHIBITOR";""
"CHEMBL4848934";"";"None";"454.53";"0";"4.55";"79";"NC(=O)c1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(-c3ccoc3)cc2)cc1";"IC50";"'='";"980.0";"nM";"6.01";"";"";"UO_0000065";"13.22";"0.24";"1.46";"5.82";"0";"CHEMBL4811972";"Inhibition Dengue serotype-2 NS3B/NS3 protease using 7-amino-4-methylcoumarin as substrate by fluorescence assay";"B";"BAO_0000357";"single protein format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL4811233";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL4454475";"";"None";"1576.88";"None";"None";"4";"CC[C@H](C)[C@@H]1NC(=O)CN(C)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC1=O";"IC50";"'>='";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4334292";"Inhibition of C-terminal His6-tagged linked Dengue virus serotype 2 NS2B-NS3 protease domain expressed in Escherichia coli Bl21(DE3) preincubated for 15 mins followed by Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr substrate addition and measured for 15 mins by fluorescence method";"B";"BAO_0000019";"assay format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL4330179";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";"";"";""
"CHEMBL4538618";"";"None";"1621.93";"None";"None";"6";"CC[C@H](C)[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@H]([C@@H](C)CC)NC1=O";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4334292";"Inhibition of C-terminal His6-tagged linked Dengue virus serotype 2 NS2B-NS3 protease domain expressed in Escherichia coli Bl21(DE3) preincubated for 15 mins followed by Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr substrate addition and measured for 15 mins by fluorescence method";"B";"BAO_0000019";"assay format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL4330179";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";"";"";""
"CHEMBL4550503";"";"None";"406.46";"0";"3.85";"46";"CCc1ccc(NS(=O)(=O)c2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1";"IC50";"'='";"48200.0";"nM";"4.32";"";"";"UO_0000065";"10.62";"0.20";"0.47";"5.17";"1";"CHEMBL5098513";"Inhibition of DENV2 NS2B/NS3 protease using Bz-Nle-Lys-Arg-Arg-AMC as substrate incubated for 15 mins";"B";"BAO_0000357";"single protein format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL5096200";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.25 hr";"INHIBITOR";""
"CHEMBL4855786";"";"None";"300.34";"0";"3.27";"25d";"Cc1ccc(C(=O)Nc2nc3cc(O)c(O)cc3s2)cc1";"IC50";"'='";"6390.0";"nM";"5.19";"";"";"UO_0000065";"17.30";"0.34";"1.92";"6.30";"0";"CHEMBL4825422";"Inhibition of DENV2 NS2B-NS3 protease expressed in Escherichia coli BL21(DE3) using Boc-Gly-Arg-Arg-AMC as substrate by FRET assay";"B";"BAO_0000019";"assay format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL4823320";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"Dose = 20.0 microM";"INHIBITOR";""
"CHEMBL5189529";"";"None";"602.62";"2";"5.72";"159";"O=C1c2ccccc2C(=O)N1CCCCSc1nnc(-c2ccc(NS(=O)(=O)c3ccc(C(F)(F)F)cc3)cc2)o1";"IC50";"'='";"15100.0";"nM";"4.82";"";"";"UO_0000065";"8.00";"0.16";"-0.90";"3.94";"0";"CHEMBL5109296";"Inhibition of DENV2 NS2B-NS3 protease using Bz-Nle-Lys-Arg-Arg-AMC as substrate measured after 30 mins by spectrofluorometer analysis";"B";"BAO_0000357";"single protein format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL5107980";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 0.5 hr";"INHIBITOR";""
"CHEMBL1458891";"";"None";"390.26";"0";"4.23";"42";"Cc1ccc(C2=NC(=O)/C(=C/c3cc(O)c(O)c(Br)c3)S2)cc1";"IC50";"'='";"2940.0";"nM";"5.53";"";"";"UO_0000065";"14.17";"0.33";"1.30";"7.91";"1";"CHEMBL5098509";"Inhibition of Dengue Virus 1 recombinant NS2B-NS3 protease expressed in Escherichia coli using Bz-Nle-Arg-Arg-AMC as substrate incubated for 30 mins";"B";"BAO_0000019";"assay format";"dengue virus type 1";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL5096200";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.5 hr";"INHIBITOR";""
"CHEMBL1324";"TOLCAPONE";"4.0";"273.24";"0";"2.55";"Tolcapone";"Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1";"IC50";"'='";"640.0";"nM";"6.19";"";"";"UO_0000065";"22.67";"0.42";"3.64";"6.15";"1";"CHEMBL5098510";"Inhibition of Dengue Virus 2 recombinant NS2B-NS3 protease expressed in Escherichia coli using Bz-Nle-Arg-Arg-AMC as substrate incubated for 30 mins";"B";"BAO_0000019";"assay format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL5096200";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.5 hr";"INHIBITOR";""
"CHEMBL1458891";"";"None";"390.26";"0";"4.23";"42";"Cc1ccc(C2=NC(=O)/C(=C/c3cc(O)c(O)c(Br)c3)S2)cc1";"IC50";"'='";"2940.0";"nM";"5.53";"";"";"UO_0000065";"14.17";"0.33";"1.30";"7.91";"1";"CHEMBL5098510";"Inhibition of Dengue Virus 2 recombinant NS2B-NS3 protease expressed in Escherichia coli using Bz-Nle-Arg-Arg-AMC as substrate incubated for 30 mins";"B";"BAO_0000019";"assay format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL5096200";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.5 hr";"INHIBITOR";""
"CHEMBL5194226";"";"None";"335.43";"0";"3.29";"48";"CCCCC(=O)Nc1nc(SC(=O)CCCC)c2nc[nH]c2n1";"IC50";"'='";"380.0";"nM";"6.42";"";"";"UO_0000065";"19.14";"0.38";"3.13";"6.38";"0";"CHEMBL5098515";"Inhibition of DENV-2 NS2B/NS3 protease expressed in Escherichia coli XL1 using Boc-GRR-MCA as substrate preincubated for 10 mins followed by substrate addition and measured after 60 mins";"B";"BAO_0000019";"assay format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL5096200";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 1.167 hr";"INHIBITOR";""
"CHEMBL5192980";"";"None";"452.47";"1";"5.52";"Fig 13, Cpd 2";"O=C(Nc1nc2ccc([N+](=O)[O-])cc2s1)c1ccccc1Sc1ccc([N+](=O)[O-])cc1";"IC50";"'='";"5400.0";"nM";"5.27";"";"";"UO_0000065";"11.64";"0.23";"-0.25";"4.11";"0";"CHEMBL5098542";"Inhibition of DENV3 NS2B-NS3 protease using PhAc-Lys-Arg-Arg-AMC as substrate incubated for 10 mins by fluorometric assay";"B";"BAO_0000357";"single protein format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL5096200";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.1667 hr";"INHIBITOR";""
"CHEMBL4526128";"";"None";"582.68";"2";"6.02";"57";"O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)O)c1cc(-c2ccccc2)c(=O)n2c1sc1ccc(OC3CCCCC3)cc12";"IC50";"'='";"9610.0";"nM";"5.02";"";"";"UO_0000065";"8.61";"0.16";"-1.00";"4.28";"0";"CHEMBL5151793";"Inhibition of DENV-2 DENV2 NS2B-NS3";"B";"BAO_0000357";"single protein format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL5150000";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL4853830";"";"None";"413.53";"0";"4.13";"55";"NCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc3[nH]ccc3c2)cc1";"IC50";"'='";"640.0";"nM";"6.19";"";"";"UO_0000065";"14.98";"0.27";"2.06";"6.97";"0";"CHEMBL4811972";"Inhibition Dengue serotype-2 NS3B/NS3 protease using 7-amino-4-methylcoumarin as substrate by fluorescence assay";"B";"BAO_0000357";"single protein format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL4811233";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL4872757";"";"None";"458.61";"0";"4.54";"103";"NCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(C3CCOCC3)cc2)cc1";"IC50";"'='";"2400.0";"nM";"5.62";"";"";"UO_0000065";"12.25";"0.23";"1.08";"6.83";"0";"CHEMBL4811972";"Inhibition Dengue serotype-2 NS3B/NS3 protease using 7-amino-4-methylcoumarin as substrate by fluorescence assay";"B";"BAO_0000357";"single protein format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL4811233";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL4634176";"";"None";"762.19";"2";"6.59";"46";"N=C(N)Nc1ccc(CNC(=O)[C@@H](NC(=O)c2ccc(OCc3ccc(Cl)cc3)cc2)c2ccc(OCc3ccccc3)cc2)cc1.O=C(O)C(F)(F)F";"IC50";"'='";"2200.0";"nM";"5.66";"";"";"UO_0000065";"8.73";"0.16";"-0.93";"4.08";"0";"CHEMBL4621577";"Inhibition of Dengue virus serotype 2 NS2B-NS3 protease expressed in Escherichia coli BL21 lambda (DE3) cells using Abz-Nle-Lys-Arg-Arg-Ser-3-(NO2)Tyr as substrate preincubated for 15 mins followed by substrate addition and measured for 15 mins by FRET assay";"B";"BAO_0000219";"cell-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL4619777";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";""
"CHEMBL4869859";"";"None";"803.92";"3";"5.69";"15";"N=C(N)Nc1ccc(C[C@H](NC(=O)[C@@H](NC(=O)c2ccccc2)c2ccc(OCc3ccccc3)cc2)C(=O)N[C@@H](C(N)=O)c2ccc(OCc3ccccc3)cc2)cc1";"IC50";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"7.18";"0.13";"0.08";"2.74";"0";"CHEMBL4841501";"Inhibition of Dengue virus 2 NS2B-NS3 protease using Abz-Nle-Lys-Arg-Arg-Ser-Tyr(3-NO2)-NH2 as substrate preincubated with enzyme for 15 mins followed by substrate addition and measured for 15 mins by FRET assay relative to control";"B";"BAO_0000357";"single protein format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL4840342";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.5 hr";"INHIBITOR";""
"CHEMBL4853799";"";"None";"659.65";"2";"6.45";"5a";"N/C(=N\O)c1cccc(-c2ccc3c(c2)c2cc(-c4cccc(/C(N)=N/O)c4)ccc2n3S(=O)(=O)c2ccccc2OC(F)(F)F)c1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4843380";"Inhibition of DENV2 NS2B-NS3 protease";"B";"BAO_0000357";"single protein format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL4842342";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"";""
"CHEMBL5172831";"";"None";"421.48";"0";"4.17";"21";"COc1ccc(S(=O)(=O)n2nc(Oc3ccc(-c4ccccc4)cc3)cc2N)cc1";"IC50";"'='";"2900.0";"nM";"5.54";"";"";"UO_0000065";"13.14";"0.25";"1.37";"5.74";"0";"CHEMBL5098499";"Inhibition of DENV2 NS2B-NS3 protease using fluorophore-tagged Bz-nKRR-AMC as substrate preincubated for 30 mins followed by substrate addition measured after 90 mins by microplate reader analysis";"B";"BAO_0000357";"single protein format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL5980";"Dengue virus type 2 NS3 protein";"Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)";"SINGLE PROTEIN";"CHEMBL5096200";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.5 hr";"INHIBITOR";""
